Code,Governance Units,Provinces,Districts,Name of Government Unit,Total population,Total expected live birth,Population under 1 year,Population 12 - 23 months,Nutrition (0-23 Month),Nutrition (6-23 months),Population under 5 years ARI/ CDD/ Nutrition,Population aged 6-59 months,Nutrition (12-59 Month),Adolescent population aged 10-19 years,Female population aged 15-49 years,Married Female population aged 15-49 years,Total expected pregnancies
51103,Rural Municipality,Province 5,Banke,Baijanath Rural Municipality,64560,1400,1355,1426,2781,2104,6588,5911,5233,14080,19309,14636,1651
51104,Rural Municipality,Province 5,Banke,Khajura Rural Municipality,59978,1301,1259,1410,2669,2040,6434,5805,5175,12913,17899,13567,1534
51105,Rural Municipality,Province 5,Banke,Janaki Rural Municipality,44208,959,928,1056,1984,1520,5022,4558,4094,8919,11070,8391,1131
51106,Sub-Metropolitan City,Province 5,Banke,Nepalganj Sub-Metropolitan City,165718,3595,3479,3161,6640,4899,15744,14003,12265,34133,46896,35547,4239
51107,Rural Municipality,Province 5,Banke,Duduwa Rural Municipality,43682,948,917,1154,2071,1613,5256,4798,4339,9321,10869,8239,1118
51108,Rural Municipality,Province 5,Banke,Narainapur Rural Municipality,40900,887,859,1001,1860,1431,4767,4338,3908,8430,10053,7620,1046
51201,Municipality ,Province 5,Bardiya,Bansgadhi Municipality,60863,1375,1331,1332,2663,1998,6447,5782,5116,13088,18016,13656,1621
51202,Municipality ,Province 5,Bardiya,Barbardiya Municipality,74250,1678,1624,1619,3243,2431,7738,6926,6114,15926,22029,16698,1979
51203,Municipality ,Province 5,Bardiya,Thakurbaba Municipality,49187,1111,1076,1099,2175,1637,5130,4592,4054,10984,14606,11071,1310
51204,Rural Municipality,Province 5,Bardiya,Geruwa Rural Municipality,37940,857,830,742,1572,1157,3661,3246,2831,8563,11378,8625,1011
51205,Municipality ,Province 5,Bardiya,Rajapur Municipality,65607,1482,1435,1196,2631,1914,5905,5188,4470,13917,19723,14950,1748
51206,Municipality ,Province 5,Bardiya,Madhuwan Municipality,50993,1152,1115,1139,2254,1697,5423,4866,4308,10884,15373,11653,1358
51207,Municipality ,Province 5,Bardiya,Gulariya Municipality,74364,1682,1625,1574,3199,2385,7891,7077,6266,15034,19730,14955,1983
51208,Rural Municipality,Province 5,Bardiya,Badhaiyatal Rural Municipality,52542,1187,1149,1170,2319,1745,5565,4991,4416,10525,15679,11885,1400
60101,Rural Municipality,Karnali Province,Dolpa,Dolpo Buddha Rural Municipality,2385,51,49,30,79,55,200,176,151,437,712,540,60
60102,Rural Municipality,Karnali Province,Dolpa,Shey Phoksundo Rural Municipality,3593,76,74,38,111,74,259,222,185,626,1003,760,90
60103,Rural Municipality,Karnali Province,Dolpa,Jagadulla Rural Municipality,2556,54,53,68,121,95,303,277,250,534,701,531,64
60104,Rural Municipality,Karnali Province,Dolpa,Mudkechula Rural Municipality,5595,119,115,160,275,218,702,645,587,1271,1441,1092,140
60105,Municipality ,Karnali Province,Dolpa,Tripurasundari Municipality,11340,241,233,295,528,412,1305,1189,1072,2554,3029,2296,284
60106,Municipality ,Karnali Province,Dolpa,Thulibheri Municipality,9583,203,197,198,395,295,955,855,758,2129,2691,2040,239
60107,Rural Municipality,Karnali Province,Dolpa,Kaike Rural Municipality,4091,87,84,75,159,117,360,318,276,808,1163,882,103
60108,Rural Municipality,Karnali Province,Dolpa,Chharka Tangsong Rural Municipality,1678,36,34,20,53,36,118,101,84,336,514,390,42
60201,Rural Municipality,Karnali Province,Mugu,Mugumkarmarog Rural Municipality,6284,131,126,91,217,154,517,454,391,1081,1721,1305,154
60202,Rural Municipality,Karnali Province,Mugu,Chhayanath Rara Municipality,22800,473,459,502,961,731,2323,2093,1864,4922,6221,4716,558
60203,Rural Municipality,Karnali Province,Mugu,Soru Rural Municipality,13462,280,270,342,612,477,1560,1425,1290,2902,3598,2727,330
60204,Rural Municipality,Karnali Province,Mugu,Khatyad Rural Municipality,19091,396,383,410,793,602,1956,1765,1573,4242,5061,3836,467
60301,Rural Municipality,Karnali Province,Humla,Chankheli Rural Municipality,6064,127,123,164,287,226,732,671,609,1341,1650,1251,150
60302,Rural Municipality,Karnali Province,Humla,Kharpunath Rural Municipality,6718,141,136,151,287,219,710,642,574,1423,1868,1416,166
60303,Rural Municipality,Karnali Province,Humla,Simkot Rural Municipality,13676,287,278,206,484,344,1119,979,841,2917,3721,2820,338
60304,Rural Municipality,Karnali Province,Humla,Namkha Rural Municipality,5005,105,102,54,156,105,305,254,203,741,1384,1049,124
60305,Rural Municipality,Karnali Province,Humla,Sarkegad Rural Municipality,10856,228,220,281,501,391,1258,1148,1038,2295,2920,2213,269
60306,Rural Municipality,Karnali Province,Humla,Adanchuli Rural Municipality,7783,163,158,220,378,299,974,895,816,1792,2076,1574,192
60307,Rural Municipality,Karnali Province,Humla,Tanjakot Rural Municipality,6549,137,133,156,289,223,741,675,608,1569,1798,1363,162
60401,Rural Municipality,Karnali Province,Jumla,Patarasi Rural Municipality,16056,340,329,400,729,565,1805,1641,1476,3479,4532,3435,401
60402,Rural Municipality,Karnali Province,Jumla,Kanaka Sundari Rural Municipality,14769,312,302,315,617,466,1457,1306,1155,3249,4020,3047,368
60403,Rural Municipality,Karnali Province,Jumla,Sinja Rural Municipality,13232,280,271,328,599,464,1449,1314,1178,3002,3568,2705,330
60404,Municipality ,Karnali Province,Jumla,Chandannath Municipality,23358,494,478,310,788,548,1699,1459,1221,4769,6650,5040,583
60405,Rural Municipality,Karnali Province,Jumla,Guthichaur Rural Municipality,10940,231,224,215,439,327,1092,980,868,2373,3113,2360,272
60406,Rural Municipality,Karnali Province,Jumla,Tatopani Rural Municipality,16109,341,330,351,681,516,1740,1575,1410,3253,4372,3314,402
60407,Rural Municipality,Karnali Province,Jumla,Tila Rural Municipality,14776,313,302,401,703,552,1820,1669,1518,3160,3823,2898,369
60408,Rural Municipality,Karnali Province,Jumla,Hima Rural Municipality,11560,244,237,300,537,419,1380,1262,1143,2456,3073,2329,288
60501,Rural Municipality,Karnali Province,Kalikot,Palata Rural Municipality,16903,355,343,422,765,594,1903,1732,1560,3722,4444,3369,419
60502,Rural Municipality,Karnali Province,Kalikot,Pachal Jharana Rural Municipality,13835,290,281,294,575,435,1413,1273,1132,2914,3735,2831,342
60503,Municipality ,Karnali Province,Kalikot,Raskot Municipality,18328,385,372,388,760,574,1875,1689,1503,3803,5039,3820,454
60504,Rural Municipality,Karnali Province,Kalikot,Sanni Tribeni Rural Municipality,14412,303,293,278,571,425,1418,1272,1125,3008,4012,3041,357
60505,Rural Municipality,Karnali Province,Kalikot,Naraharinath Rural Municipality,23891,502,485,471,956,714,2386,2144,1901,5147,6403,4853,592
60506,Municipality ,Karnali Province,Kalikot,Khandachakra Municipality,23302,488,474,507,981,742,2359,2120,1885,4716,6353,4816,575
60507,Municipality ,Karnali Province,Kalikot,Tilagupha Municipality,17700,372,360,396,756,576,1831,1651,1471,3865,4932,3738,439
60508,Rural Municipality,Karnali Province,Kalikot,Mahawai Rural Municipality,9337,196,190,235,425,330,986,891,796,2099,2632,1995,231
60509,Rural Municipality,Karnali Province,Kalikot,Kalika Rural Municipality,15608,328,317,343,660,502,1629,1471,1312,3409,4208,3190,387
60601,Rural Municipality,Karnali Province,Dailekh,Naumule Rural Municipality,22779,497,481,476,957,717,2322,2082,1841,5121,6542,4959,586
60602,Rural Municipality,Karnali Province,Dailekh,Mahabu Rural Municipality,21041,459,444,442,886,664,2149,1927,1705,4637,6264,4748,541
60603,Rural Municipality,Karnali Province,Dailekh,Bhairabi Rural Municipality,23397,511,494,525,1019,772,2474,2227,1980,4890,6438,4880,603
60604,Rural Municipality,Karnali Province,Dailekh,Thantikandh Rural Municipality,20454,446,432,487,919,703,2386,2170,1954,4138,5451,4132,526
60605,Municipality ,Karnali Province,Dailekh,Aathbis Municipality,31819,694,672,830,1502,1166,3829,3493,3157,6451,8667,6570,818
60606,Municipality ,Karnali Province,Dailekh,Chamunda Bindrasaini Municipality,28550,623,603,695,1298,997,3216,2915,2613,6030,7544,5718,735
60607,Municipality ,Karnali Province,Dailekh,Dullu Municipality,45836,1000,968,962,1930,1446,4549,4065,3581,9748,12929,9800,1179
60608,Municipality ,Karnali Province,Dailekh,Narayan Municipality,31546,689,666,512,1178,844,2568,2234,1902,6482,9543,7234,813
60609,Rural Municipality,Karnali Province,Dailekh,Bhagawatimai Rural Municipality,20254,442,428,453,881,667,2187,1973,1759,4748,5661,4291,521
60610,Rural Municipality,Karnali Province,Dailekh,Dungeshwor Rural Municipality,17816,389,376,297,673,485,1517,1329,1141,3914,5374,4073,459
60611,Rural Municipality,Karnali Province,Dailekh,Gurans Rural Municipality,24521,535,518,500,1018,759,2406,2147,1888,5120,7135,5408,631
60701,Rural Municipality,Karnali Province,Jajarkot,Barekot Rural Municipality,20116,429,416,398,814,606,2041,1833,1625,4057,5568,4221,506
60702,Rural Municipality,Karnali Province,Jajarkot,Kuse Rural Municipality,22717,485,469,529,998,764,2516,2282,2047,4750,6205,4703,572
60703,Rural Municipality,Karnali Province,Jajarkot,Junichande Rural Municipality,23750,507,491,614,1105,860,2833,2588,2342,5018,6422,4868,598
60704,Municipality ,Karnali Province,Jajarkot,Chhedagad Municipality,38982,832,805,903,1708,1306,4242,3840,3437,8632,10665,8084,981
60705,Rural Municipality,Karnali Province,Jajarkot,Shivalaya Rural Municipality,17101,365,353,371,724,548,1779,1603,1426,3741,4683,3550,430
60706,Municipality ,Karnali Province,Jajarkot,Bheri Malika Municipality,39997,855,827,706,1533,1118,3304,2889,2477,8666,11505,8721,1009
60707,Municipality ,Karnali Province,Jajarkot,Tribeni Nalagad Municipality,28471,608,588,610,1198,904,2959,2665,2371,5845,7900,5988,717
60801,Municipality ,Karnali Province,Rukum West,Aathabisakot Municipality,35608,836,809,883,1692,1288,4202,3798,3393,7436,10080,7641,986
60802,Rural Municipality,Karnali Province,Rukum West,Sanibheri Rural Municipality,23501,552,534,579,1113,846,2733,2466,2199,5071,6917,5243,651
60803,Rural Municipality,Karnali Province,Rukum West,Banphikot Rural Municipality,19950,468,453,464,917,691,2236,2010,1783,4342,6013,4558,552
60804,Municipality ,Karnali Province,Rukum West,Musikot Municipality,36909,866,839,634,1473,1052,3273,2852,2434,7905,11439,8670,1020
60805,Rural Municipality,Karnali Province,Rukum West,Tribeni Rural Municipality,20841,489,473,428,901,665,2112,1876,1639,4633,6621,5019,577
60806,Municipality ,Karnali Province,Rukum West,Chaurjahari Municipality,29673,697,674,581,1255,918,2862,2525,2188,6537,9061,6868,822
60901,Rural Municipality,Karnali Province,Salyan,Darma Rural Municipality,21630,491,475,553,1028,791,2501,2264,2026,4677,5842,4428,579
60902,Rural Municipality,Karnali Province,Salyan,Kumakh Malika Rural Municipality,27096,614,595,633,1228,931,2956,2659,2361,5892,7882,5975,724
60903,Municipality ,Karnali Province,Salyan,Banagad Kupinde Municipality,39264,890,862,922,1784,1353,4374,3943,3512,8154,11146,8449,1050
60904,Municipality ,Karnali Province,Salyan,Dhorchaur Rural Municipality,14711,334,323,311,634,473,1538,1377,1215,3144,4300,3259,394
60905,Municipality ,Karnali Province,Salyan,Bagachour Municipality,37302,846,819,761,1580,1171,3757,3348,2938,7858,10715,8122,998
60906,Rural Municipality,Karnali Province,Salyan,Chhatreshwori Rural Municipality,23374,530,513,474,987,731,2258,2002,1745,5111,7427,5630,625
60907,Municipality ,Karnali Province,Salyan,Sharada Municipality,37868,859,829,619,1448,1030,3312,2894,2483,7771,11677,8851,1012
60908,Rural Municipality,Karnali Province,Salyan,Kalimati Rural Municipality,25139,570,552,557,1109,833,2678,2402,2126,5297,7180,5442,672
60909,Rural Municipality,Karnali Province,Salyan,Tribeni Rural Municipality,18175,412,399,319,718,519,1634,1435,1235,4031,5744,4354,486
60910,Rural Municipality,Karnali Province,Salyan,Kapurkot Rural Municipality,19926,452,437,450,887,669,2106,1888,1669,4228,5906,4477,533
61001,Rural Municipality,Karnali Province,Surkhet,Simta Rural Municipality,29809,661,639,741,1380,1061,3357,3038,2718,6407,8410,6375,779
61002,Rural Municipality,Karnali Province,Surkhet,Chingad Rural Municipality,19373,429,415,511,926,719,2390,2183,1975,4269,5213,3951,506
61003,Municipality ,Karnali Province,Surkhet,Lekabeshi Municipality,36377,806,780,745,1525,1135,3631,3241,2851,7238,10593,8029,950
61004,Municipality ,Karnali Province,Surkhet,Gurbhakot Municipality,50615,1122,1085,1161,2246,1704,5396,4854,4311,10745,15001,11371,1323
61005,Municipality ,Karnali Province,Surkhet,Bheriganga Municipality,47151,1045,1011,1081,2092,1587,5078,4573,4067,10671,13976,10594,1232
61006,Municipality ,Karnali Province,Surkhet,Birendranagar Municipality,121494,2693,2607,1819,4426,3119,9849,8542,7242,24503,35901,27212,3177
61007,Rural Municipality,Karnali Province,Surkhet,Barahatal Rural Municipality,30514,676,654,696,1350,1023,3309,2982,2655,6568,8588,6510,797
61008,Municipality ,Karnali Province,Surkhet,Panchapuri Municipality,36166,801,776,964,1740,1352,4414,4026,3638,8098,9903,7506,945
61009,Rural Municipality,Karnali Province,Surkhet,Chaukune Rural Municipality,28168,624,604,811,1415,1113,3614,3312,3010,6472,7319,5548,736
70101,Rural Municipality,Sudurpashchim Province,Bajura,Himali Rural Municipality,10300,225,217,225,442,334,1057,949,840,2121,2718,2060,265
70102,Rural Municipality,Sudurpashchim Province,Bajura,Gaumul Rural Municipality,9405,205,198,188,386,287,941,842,743,1940,2649,2008,242
70103,Municipality ,Sudurpashchim Province,Bajura,Budhinanda Municipality,21280,464,449,429,878,654,2103,1879,1654,4431,6014,4559,547
70104,Rural Municipality,Sudurpashchim Province,Bajura,Swami Kartik Rural Municipality,14202,310,300,321,621,471,1514,1364,1214,3072,3939,2986,366
70105,Rural Municipality,Sudurpashchim Province,Bajura,Jagannath Rural Municipality,10492,229,221,237,458,348,1123,1013,902,2249,2963,2246,270
70106,Municipality ,Sudurpashchim Province,Bajura,Badimalika Municipality,19600,427,414,327,741,532,1700,1491,1286,4079,5423,4111,503
70107,Rural Municipality,Sudurpashchim Province,Bajura,Khaptad Chhededaha Rural Municipality,20646,450,436,495,931,713,2280,2062,1844,4465,5965,4521,531
70108,Municipality ,Sudurpashchim Province,Bajura,Budhiganga Municipality,23825,519,503,522,1025,774,2471,2220,1968,5314,7072,5361,612
70109,Municipality ,Sudurpashchim Province,Bajura,Tribeni Municipality,20188,440,426,473,899,686,2223,2010,1797,4231,5672,4299,519
70201,Rural Municipality,Sudurpashchim Province,Bajhang,Kanda Rural Municipality,2404,54,52,48,100,74,248,222,196,496,650,493,64
70202,Municipality ,Sudurpashchim Province,Bajhang,Bungal Municipality,36756,821,795,845,1640,1243,3936,3539,3141,7533,10426,7903,968
70203,Rural Municipality,Sudurpashchim Province,Bajhang,Surma Rural Municipality,9816,219,212,255,467,361,1196,1090,984,1902,2697,2044,258
70204,Rural Municipality,Sudurpashchim Province,Bajhang,Talkot Rural Municipality,12731,284,275,293,568,431,1388,1251,1113,2596,3630,2752,335
70205,Rural Municipality,Sudurpashchim Province,Bajhang,Masta Rural Municipality,16353,365,354,324,678,501,1697,1520,1343,3275,4715,3574,430
70206,Municipality ,Sudurpashchim Province,Bajhang,Jayaprithbi Municipality,25332,568,549,410,959,683,2131,1855,1582,5469,7239,5486,670
70207,Rural Municipality,Sudurpashchim Province,Bajhang,Chhabis Pathibhara Rural Municipality,18026,403,390,333,723,528,1679,1484,1289,3999,5345,4052,475
70208,Rural Municipality,Sudurpashchim Province,Bajhang,Durgathali Rural Municipality,14154,316,306,283,589,436,1405,1252,1099,3292,4314,3270,373
70209,Rural Municipality,Sudurpashchim Province,Bajhang,Kedarsyun Rural Municipality,23311,521,504,535,1039,787,2529,2277,2025,4995,6744,5112,614
70210,Rural Municipality,Sudurpashchim Province,Bajhang,Bitthadchir Rural Municipality,18837,421,407,495,902,699,2169,1966,1762,3818,5407,4099,496
70211,Rural Municipality,Sudurpashchim Province,Bajhang,Thalara Rural Municipality,19667,439,425,429,854,642,2040,1828,1615,4365,5924,4490,518
70212,Rural Municipality,Sudurpashchim Province,Bajhang,Khaptad Chhanna Rural Municipality,17408,389,376,320,696,508,1623,1435,1247,3907,5182,3928,459
70301,Rural Municipality,Sudurpashchim Province,Darchula,Byas Rural Municipality,11007,247,239,202,441,322,1018,899,779,2317,3198,2424,291
70302,Rural Municipality,Sudurpashchim Province,Darchula,Duhun Rural Municipality,11557,259,251,243,494,369,1120,995,869,2534,3385,2566,305
70303,Municipality ,Sudurpashchim Province,Darchula,Mahakali Municipality,23691,532,515,355,870,610,1966,1706,1451,5036,7067,5357,627
70304,Rural Municipality,Sudurpashchim Province,Darchula,Naugad Rural Municipality,16463,369,357,487,844,666,2223,2045,1866,3521,4516,3423,435
70305,Rural Municipality,Sudurpashchim Province,Darchula,Apihimal Rural Municipality,7245,163,157,154,311,233,756,678,599,1570,1954,1481,192
70306,Rural Municipality,Sudurpashchim Province,Darchula,Marma Rural Municipality,15823,355,344,423,767,595,1894,1722,1550,3419,4379,3319,419
70307,Municipality ,Sudurpashchim Province,Darchula,Shailyashikhar Municipality,23606,530,513,484,997,741,2367,2111,1854,4913,6980,5291,625
70308,Rural Municipality,Sudurpashchim Province,Darchula,Malikarjun Rural Municipality,16555,371,359,337,696,517,1613,1434,1254,3428,4947,3750,438
70309,Rural Municipality,Sudurpashchim Province,Darchula,Lekam Rural Municipality,15659,351,340,325,665,495,1572,1402,1232,3352,4786,3628,414
70401,Rural Municipality,Sudurpashchim Province,Baitadi,Dilasaini Rural Municipality,24068,552,534,505,1039,772,2455,2188,1921,5078,6932,5254,651
70402,Rural Municipality,Sudurpashchim Province,Baitadi,Dogada Kedar Rural Municipality,25679,589,570,576,1146,861,2715,2430,2145,5311,7865,5962,695
70403,Municipality ,Sudurpashchim Province,Baitadi,Puchaundi Municipality,40992,940,910,937,1847,1392,4522,4067,3612,8470,11326,8585,1108
70404,Rural Municipality,Sudurpashchim Province,Baitadi,Surnaya Rural Municipality,19287,442,428,420,848,634,2031,1817,1603,4135,5956,4515,521
70405,Municipality ,Sudurpashchim Province,Baitadi,Dasharathchand Municipality,37342,858,829,635,1464,1048,3242,2826,2413,7826,11445,8675,1012
70406,Rural Municipality,Sudurpashchim Province,Baitadi,Pancheshwor Rural Municipality,19368,444,430,424,854,639,2077,1862,1647,4250,5860,4442,524
70407,Rural Municipality,Sudurpashchim Province,Baitadi,Shivanath Rural Municipality,17688,406,393,439,832,636,2022,1826,1629,3852,5175,3923,479
70408,Municipality ,Sudurpashchim Province,Baitadi,Melauli Municipality,23403,537,520,419,939,679,2237,1977,1717,5205,7086,5371,633
70409,Municipality ,Sudurpashchim Province,Baitadi,Patan Municipality,32112,737,713,646,1359,1003,3114,2758,2401,6986,9977,7563,869
70410,Rural Municipality,Sudurpashchim Province,Baitadi,Sigas Rural Municipality,22586,518,501,533,1034,784,2477,2227,1976,4601,6520,4942,611
70501,Rural Municipality,Sudurpashchim Province,Dadeldhura,Nawadurga Rural Municipality,21463,491,475,521,996,759,2344,2107,1869,4569,6912,5239,579
70502,Municipality ,Sudurpashchim Province,Dadeldhura,Amargadhi Municipality,24964,571,555,369,924,646,2003,1725,1448,4673,7395,5605,672
70503,Rural Municipality,Sudurpashchim Province,Dadeldhura,Ajayameru Rural Municipality,18706,428,414,315,729,522,1659,1452,1245,4021,5573,4224,505
70504,Rural Municipality,Sudurpashchim Province,Dadeldhura,Bhageshwor Rural Municipality,15286,350,338,296,634,465,1530,1361,1192,3292,4241,3215,413
70505,Municipality ,Sudurpashchim Province,Dadeldhura,Parashuram Municipality,37551,859,831,890,1721,1306,4225,3810,3394,8466,10799,8186,1013
70506,Rural Municipality,Sudurpashchim Province,Dadeldhura,Aalital Rural Municipality,19893,455,440,475,915,695,2270,2050,1830,4272,5629,4267,537
70507,Rural Municipality,Sudurpashchim Province,Dadeldhura,Ganyapdhura Rural Municipality,16273,372,360,386,746,566,1761,1581,1401,3423,5196,3939,439
70601,Rural Municipality,Sudurpashchim Province,Doti,Purbichouki Rural Municipality,22320,539,522,593,1115,854,2688,2427,2166,4681,7310,5541,636
70602,Rural Municipality,Sudurpashchim Province,Doti,Sayal Rural Municipality,19411,469,454,526,980,753,2378,2151,1924,3846,6019,4562,553
70603,Rural Municipality,Sudurpashchim Province,Doti,Aadarsha Rural Municipality,24224,585,566,576,1142,859,2771,2488,2205,5088,7846,5947,690
70604,Municipality ,Sudurpashchim Province,Doti,Shikhar Municipality,32646,788,763,643,1406,1025,3212,2831,2449,6848,10956,8305,929
70605,Municipality ,Sudurpashchim Province,Doti,Dipayal Silgadhi Municipality,37274,901,871,569,1440,1004,3095,2659,2224,7587,10990,8331,1063
70606,Rural Municipality,Sudurpashchim Province,Doti,K.I. Singh Rural Municipality,20861,504,488,461,949,705,2243,1999,1755,4549,6875,5211,594
70607,Rural Municipality,Sudurpashchim Province,Doti,Bogatan Rural Municipality,17973,434,420,395,815,605,1926,1716,1506,3941,5433,4118,512
70608,Rural Municipality,Sudurpashchim Province,Doti,Badi Kedar Rural Municipality,16856,407,394,340,734,537,1723,1526,1329,3845,4955,3756,480
70609,Rural Municipality,Sudurpashchim Province,Doti,Jorayal Rural Municipality,22032,532,515,311,826,569,1763,1506,1248,4822,6549,4964,627
70701,Municipality ,Sudurpashchim Province,Achham,Panchdebal Binayak Municipality,29529,670,648,653,1301,977,3195,2871,2547,6315,8749,6632,790
70702,Rural Municipality,Sudurpashchim Province,Achham,Ramaroshan Rural Municipality,27348,620,600,638,1238,938,2986,2686,2386,5730,7798,5911,731
70703,Rural Municipality,Sudurpashchim Province,Achham,Mellekh Rural Municipality,26528,602,582,578,1160,869,2814,2523,2232,5744,7604,5764,710
70704,Municipality ,Sudurpashchim Province,Achham,Sanphebagar Municipality,37756,856,829,678,1507,1093,3348,2934,2519,8131,11105,8418,1009
70705,Rural Municipality,Sudurpashchim Province,Achham,Chaurpati Rural Municipality,26917,610,591,662,1253,958,3091,2796,2500,5620,8169,6192,719
70706,Municipality ,Sudurpashchim Province,Achham,Mangalsen Municipality,36444,827,800,718,1518,1117,3520,3119,2720,7488,10858,8230,976
70707,Rural Municipality,Sudurpashchim Province,Achham,Bannigadhi Jayagadh Rural Municipality,18967,430,416,367,783,575,1803,1595,1387,4226,5900,4472,507
70708,Municipality ,Sudurpashchim Province,Achham,Kamal Bazar Municipality,25873,587,568,542,1110,826,2645,2361,2077,5604,7713,5846,692
70709,Rural Municipality,Sudurpashchim Province,Achham,Dhakari Rural Municipality,23410,531,514,496,1010,753,2454,2197,1940,4821,6631,5026,626
70710,Rural Municipality,Sudurpashchim Province,Achham,Turmakhand Rural Municipality,26980,612,592,589,1181,885,2823,2527,2231,5727,7795,5909,722
70801,Rural Municipality,Sudurpashchim Province,Kailali,Mohanyal Rural Municipality,25250,559,541,885,1426,1156,3810,3540,3269,5423,6264,4748,659
70802,Rural Municipality,Sudurpashchim Province,Kailali,Chure Rural Municipality,21949,486,471,720,1191,956,3152,2917,2681,4474,5596,4242,573
70803,Municipality ,Sudurpashchim Province,Kailali,Godawari Municipality,92186,2043,1977,2286,4263,3275,10626,9638,8649,19421,26163,19832,2409
70804,Municipality ,Sudurpashchim Province,Kailali,Gauriganga Municipality,67536,1496,1448,1570,3018,2294,7335,6611,5887,14064,18833,14275,1764
70805,Municipality ,Sudurpashchim Province,Kailali,Ghodaghodi Municipality,87825,1946,1883,1921,3804,2863,9342,8401,7459,19316,24796,18795,2295
70806,Rural Municipality,Sudurpashchim Province,Kailali,Bardagoriya Rural Municipality,37750,836,809,911,1720,1316,4311,3907,3502,8042,10458,7927,986
70807,Municipality ,Sudurpashchim Province,Kailali,Lamki Chuha Municipality,87733,1944,1881,2180,4061,3121,10222,9282,8341,18837,25245,19136,2292
70808,Rural Municipality,Sudurpashchim Province,Kailali,Janaki Rural Municipality,56659,1255,1215,1156,2371,1764,5449,4842,4234,12074,17134,12988,1480
70809,Rural Municipality,Sudurpashchim Province,Kailali,Joshipur Rural Municipality,42775,948,917,784,1701,1243,3850,3392,2933,8776,12759,9671,1118
70810,Municipality ,Sudurpashchim Province,Kailali,Tikapur Municipality,89526,1984,1920,1543,3463,2503,7912,6952,5992,19533,26434,20037,2340
70811,Municipality ,Sudurpashchim Province,Kailali,Bhajani Municipality,60840,1348,1305,1250,2555,1903,6026,5374,4721,12559,17318,13127,1590
70812,Rural Municipality,Sudurpashchim Province,Kailali,Kailari Rural Municipality,56804,1259,1218,923,2141,1532,4601,3992,3383,11591,17060,12931,1485
70813,Sub-Metropolitan City,Sudurpashchim Province,Kailali,Dhangadhi Sub-Metropolitan City,174344,3863,3738,3106,6844,4968,15900,14024,12162,37485,50985,38646,4555
70901,Municipality ,Sudurpashchim Province,Kanchanpur,Krishnapur Municipality,63390,1451,1405,1459,2864,2162,6980,6278,5575,13459,18416,13959,1711
70902,Municipality ,Sudurpashchim Province,Kanchanpur,Shuklaphanta Municipality,53153,1217,1178,1228,2406,1817,5795,5206,4617,11464,15737,11929,1435
70903,Municipality ,Sudurpashchim Province,Kanchanpur,Bedkot Municipality,55670,1275,1233,1213,2446,1830,5854,5238,4621,11798,16545,12541,1504
70904,Municipality ,Sudurpashchim Province,Kanchanpur,Bhimdatta Municipality,121828,2789,2699,1989,4688,3336,10465,9113,7766,24602,36092,27357,3290
70905,Municipality ,Sudurpashchim Province,Kanchanpur,Mahakali Municipality,44011,1008,975,1134,2109,1622,5162,4675,4187,9263,13288,10072,1189
70906,Rural Municipality,Sudurpashchim Province,Kanchanpur,Laljhadi Rural Municipality,25438,582,564,589,1153,871,2805,2523,2241,5187,7292,5527,686
70907,Municipality ,Sudurpashchim Province,Kanchanpur,Punarbas Municipality,59991,1374,1329,1485,2814,2150,6898,6234,5569,13015,17836,13520,1620
70908,Municipality ,Sudurpashchim Province,Kanchanpur,Belouri Municipality,60251,1380,1335,1021,2356,1689,5350,4683,4015,13432,18473,14003,1627
70909,Rural Municipality,Sudurpashchim Province,Kanchanpur,Beldandi Rural Municipality,24418,559,541,600,1141,871,2750,2480,2209,5634,7274,5514,659
