"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"395",40103,"Rural Municipality","Gandaki Province","Gorkha","Sulikot Rural Municipality",331,373,398,398,381,329,421,183,135,357,230,19,216,0,383,3,1,292,3,0,1915,1716,546,32,1,490,579,475,1069,"1054",909,286,15,819,2029,301,514,129,137,89,300,54,129,207,4,1,129,15,121,0,1,0,0,0,0,2,0,12,0,0,0,2,0,2,127,396,28,424,137,0,0,0,62,652,"23",249,0,0,0,0,23,10,8,0,0,0,0,0,0,0,13115,9799,414,"Gandaki Province","Gorkha","Rural Municipality","Sulikot Rural Municipality"
"396",40104,"Rural Municipality","Gandaki Province","Gorkha","Dharche Rural Municipality",254,257,275,275,286,253,300,102,98,266,187,16,165,0,364,2,0,264,2,0,1022,941,608,137,5,793,735,901,1543,"1636",700,119,11,657,1487,130,410,105,207,38,207,9,85,113,3,20,68,18,92,0,0,0,0,0,0,0,0,37,0,0,0,1,0,1,79,447,3,301,120,0,0,0,50,640,"12",134,0,0,0,15,13,6,6,0,0,0,0,0,0,0,8674,6273,408,"Gandaki Province","Gorkha","Rural Municipality","Dharche Rural Municipality"
"397",40105,"Rural Municipality","Gandaki Province","Gorkha","Aarughat Rural Municipality",293,340,331,331,355,381,400,260,76,328,221,18,216,0,440,4,0,519,2,0,1686,1506,228,36,0,688,276,699,952,"975",411,65,3,678,1157,68,152,6,68,166,399,56,137,208,0,0,182,4,90,0,0,0,0,0,0,15,1,173,25,0,0,0,0,0,224,493,113,762,314,0,0,0,44,503,"21",238,1,0,1,34,23,14,11,0,0,74,74,1,0,0,22551,16360,404,"Gandaki Province","Gorkha","Rural Municipality","Aarughat Rural Municipality"
"398",40106,"Rural Municipality","Gandaki Province","Gorkha","Bhimsen Rural Municipality",266,342,350,350,294,263,291,150,87,269,228,19,219,7,454,0,1,269,0,0,1473,1321,285,1,0,697,345,706,983,"1051",510,239,0,1538,2287,239,277,42,48,68,167,50,159,204,0,0,135,2,120,0,0,0,0,0,0,2,0,41,0,0,0,1,0,1,85,270,14,335,187,0,0,0,57,643,"23",253,0,0,0,0,16,9,8,0,0,0,0,0,0,0,10402,8052,406,"Gandaki Province","Gorkha","Rural Municipality","Bhimsen Rural Municipality"
"399",40107,"Rural Municipality","Gandaki Province","Gorkha","Siranchowk Rural Municipality",260,342,374,373,318,286,329,194,58,346,328,27,314,6,475,3,0,347,0,0,1484,2429,309,32,0,304,342,298,645,"640",838,147,2,656,1643,149,376,55,160,106,220,67,218,289,4,0,93,1,83,0,0,0,0,0,0,6,0,32,0,0,0,1,1,2,188,327,16,459,234,0,0,0,64,708,"24",271,0,0,0,1,12,15,14,0,0,53,53,0,0,0,15250,12033,413,"Gandaki Province","Gorkha","Rural Municipality","Siranchowk Rural Municipality"
"400",40108,"Municipality ","Gandaki Province","Gorkha","Palungtar Municipality",553,612,584,584,599,553,612,324,181,593,370,31,330,23,568,9,2,587,4,1,3045,2784,511,63,0,505,814,502,1079,"1316",982,59,1,1676,2718,60,168,91,164,220,553,109,366,473,1,0,364,0,206,0,0,0,0,0,0,16,0,60,0,0,0,1,1,2,254,287,34,562,324,0,0,0,65,792,"25",292,0,0,0,1,26,12,12,0,0,215,215,0,0,0,24107,18470,411,"Gandaki Province","Gorkha","Municipality ","Palungtar Municipality"
"401",40109,"Municipality ","Gandaki Province","Gorkha","Gorkha Municipality",1067,1021,987,987,943,874,1043,748,295,870,286,24,260,60,1247,3,0,937,2,0,4733,4354,623,39,0,717,524,711,1379,"1235",1820,486,30,1377,3713,516,821,106,265,212,982,102,617,762,37,4,993,1,214,0,0,0,0,0,0,5,1,385,241,1,0,3,1,5,143,293,101,406,389,3,0,8,60,681,"23",276,79,6,0,1,46,18,18,1,0,203,203,0,0,0,40620,29190,410,"Gandaki Province","Gorkha","Municipality ","Gorkha Municipality"
"402",40110,"Rural Municipality","Gandaki Province","Gorkha","Shahid Lakhan Rural Municipality",303,430,410,410,388,412,424,198,120,423,286,24,279,2,594,2,0,408,3,2,1333,1150,245,11,2,697,300,702,955,"1002",577,197,0,902,1676,197,146,27,63,76,234,34,162,206,0,0,48,0,45,0,1,0,0,0,0,0,0,13,0,0,0,2,0,2,98,165,6,282,135,0,0,0,54,611,"27",324,0,0,0,0,14,3,3,0,0,22,22,0,0,0,8958,6755,412,"Gandaki Province","Gorkha","Rural Municipality","Shahid Lakhan Rural Municipality"
"403",40111,"Rural Municipality","Gandaki Province","Gorkha","Gandaki Rural Municipality",275,346,329,329,305,311,376,175,98,284,256,21,253,3,516,2,1,370,12,18,1186,1071,255,49,0,592,310,543,896,"853",776,104,25,1217,2122,129,333,60,228,77,236,51,137,174,2,0,118,0,100,0,0,0,0,0,0,3,0,47,0,0,0,1,2,3,90,381,24,372,234,0,0,0,55,622,"22",258,0,0,0,0,10,8,7,0,0,180,180,0,0,0,12517,9972,409,"Gandaki Province","Gorkha","Rural Municipality","Gandaki Rural Municipality"
"404",40201,"Rural Municipality","Gandaki Province","Manang","Naraphu Rural Municipality",0,1,4,5,5,13,10,0,0,11,24,2,18,0,0,0,0,2,0,0,28,24,5,0,0,8,5,8,13,"13",11,2,0,18,31,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,18,63,"1",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,416,450,"Gandaki Province","Manang","Rural Municipality","Naraphu Rural Municipality"
"405",40202,"Rural Municipality","Gandaki Province","Manang","Neshang Rural Municipality",11,13,12,12,10,22,19,7,8,21,112,9,106,0,22,0,0,10,0,0,60,52,18,4,0,5,19,5,27,"24",71,4,0,9,84,4,10,0,7,3,21,0,3,2,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,0,47,83,0,0,0,62,637,"3",24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1521,2185,452,"Gandaki Province","Manang","Rural Municipality","Neshang Rural Municipality"
"406",40203,"Rural Municipality","Gandaki Province","Manang","Chame Rural Municipality",7,12,13,13,10,14,14,7,9,17,34,3,34,1,22,0,0,6,0,0,64,58,15,7,0,85,22,85,107,"107",40,22,0,52,114,22,30,0,19,2,22,0,2,0,1,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,91,0,24,12,0,0,0,9,80,"2",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1599,449,"Gandaki Province","Manang","Rural Municipality","Chame Rural Municipality"
"407",40204,"Rural Municipality","Gandaki Province","Manang","Nashong Rural Municipality",11,19,18,19,21,18,24,15,8,17,54,5,53,0,26,0,0,17,0,0,33,30,33,12,1,125,44,125,171,"169",114,20,2,118,254,22,31,1,13,6,26,0,13,16,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,4,41,0,0,0,25,296,"4",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1911,451,"Gandaki Province","Manang","Rural Municipality","Nashong Rural Municipality"
"408",40301,"Rural Municipality","Gandaki Province","Mustang","Dalome Rural Municipality",9,15,17,17,16,15,37,3,4,22,40,3,15,1,5,0,0,2,0,0,37,28,12,2,0,4,8,4,18,"12",37,4,0,0,41,4,6,7,34,2,11,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,4,0,0,0,19,9,"4",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,1057,454,"Gandaki Province","Mustang","Rural Municipality","Dalome Rural Municipality"
"409",40302,"Rural Municipality","Gandaki Province","Mustang","Gharpajhong Rural Municipality",26,36,37,36,47,40,50,13,29,33,62,5,62,0,57,0,1,7,0,0,286,258,67,16,0,10,60,3,93,"63",341,41,0,20,402,41,63,0,101,1,47,1,15,24,0,0,26,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,52,17,75,19,0,0,0,17,159,"4",44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3203,3716,455,"Gandaki Province","Mustang","Rural Municipality","Gharpajhong Rural Municipality"
"410",40303,"Rural Municipality","Gandaki Province","Mustang","Bahragaun Muktikshetra Rural Municipality",18,28,30,31,32,25,35,6,4,26,42,4,39,0,52,0,0,35,0,1,172,157,79,2,0,62,95,59,143,"154",177,25,0,97,299,25,43,12,35,3,19,1,12,11,1,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,48,45,0,0,0,32,128,"7",76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,2838,453,"Gandaki Province","Mustang","Rural Municipality","Bahragaun Muktikshetra Rural Municipality"
"411",40304,"Rural Municipality","Gandaki Province","Mustang","Lomanthang Rural Municipality",7,9,18,17,15,19,18,2,2,12,28,2,23,0,13,0,0,17,0,0,39,43,6,0,0,3,3,0,9,"3",26,5,3,0,34,8,10,3,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,27,18,"2",12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,876,1001,456,"Gandaki Province","Mustang","Rural Municipality","Lomanthang Rural Municipality"
"412",40305,"Rural Municipality","Gandaki Province","Mustang","Thasang Rural Municipality",44,51,57,58,54,42,60,26,17,51,77,6,77,1,81,1,0,34,2,0,204,183,117,20,1,132,133,100,270,"233",382,107,0,201,690,107,98,24,155,18,45,6,25,30,0,3,20,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,29,0,83,78,0,0,0,33,312,"5",60,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4092,4348,457,"Gandaki Province","Mustang","Rural Municipality","Thasang Rural Municipality"
"413",40401,"Rural Municipality","Gandaki Province","Myagdi","Annapurna Rural Municipality",153,188,185,182,183,168,200,67,75,203,234,20,232,1,189,0,0,160,0,18,564,367,133,18,1,246,152,234,398,"386",436,60,0,334,830,60,80,10,10,20,103,11,88,92,2,7,42,1,40,0,0,0,0,0,0,6,0,40,0,0,0,0,1,1,52,268,45,107,140,0,0,0,69,605,"16",185,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7100,6332,458,"Gandaki Province","Myagdi","Rural Municipality","Annapurna Rural Municipality"
"414",40402,"Rural Municipality","Gandaki Province","Myagdi","Raghuganga Rural Municipality",215,245,254,248,253,251,283,96,130,248,169,14,163,2,319,1,0,210,1,1,857,776,202,23,1,371,235,384,597,"619",370,56,2,352,780,58,77,6,17,39,156,21,83,94,11,16,41,4,44,0,0,0,0,0,0,4,0,95,0,0,0,0,0,0,63,196,11,120,202,0,0,0,69,815,"14",164,0,0,0,1,5,2,0,0,0,0,0,0,0,0,7566,5766,463,"Gandaki Province","Myagdi","Rural Municipality","Raghuganga Rural Municipality"
"415",40403,"Rural Municipality","Gandaki Province","Myagdi","Dhawalagiri Rural Municipality",308,297,278,278,267,255,292,113,131,301,185,15,172,1,263,0,0,227,0,1,1201,1094,730,48,0,597,755,558,1375,"1313",785,65,7,773,1630,72,127,42,40,59,146,38,119,168,36,25,95,11,115,0,0,1,0,0,0,10,0,105,0,1,0,1,1,3,31,131,37,111,149,0,0,0,64,656,"12",130,0,0,0,2,2,0,0,0,0,0,0,0,0,0,13686,8824,460,"Gandaki Province","Myagdi","Rural Municipality","Dhawalagiri Rural Municipality"
"416",40404,"Rural Municipality","Gandaki Province","Myagdi","Malika Rural Municipality",396,388,394,392,335,305,359,173,196,311,196,16,188,2,557,1,0,405,5,1,1897,1690,535,49,3,649,525,751,1236,"1276",985,64,1,565,1615,65,229,17,98,122,272,56,193,257,8,12,191,7,104,0,0,0,0,0,0,15,0,229,0,0,0,2,1,3,74,293,45,239,234,0,0,0,53,571,"13",144,0,0,0,6,6,1,1,0,0,0,0,0,0,0,15327,11169,461,"Gandaki Province","Myagdi","Rural Municipality","Malika Rural Municipality"
"417",40405,"Rural Municipality","Gandaki Province","Myagdi","Mangala Rural Municipality",321,332,300,300,295,247,292,131,131,300,221,18,209,1,392,0,1,361,1,1,1491,1294,259,8,0,430,259,422,697,"681",474,86,0,424,984,86,82,3,0,82,188,42,115,157,0,2,97,0,89,0,0,0,0,0,0,5,0,65,0,0,0,1,0,1,102,156,21,232,276,1,0,0,36,322,"11",125,0,0,0,9,1,0,0,0,0,0,0,0,0,0,8603,7176,462,"Gandaki Province","Myagdi","Rural Municipality","Mangala Rural Municipality"
"418",40406,"Municipality ","Gandaki Province","Myagdi","Beni Municipality",691,737,681,679,707,562,777,347,486,565,350,29,344,96,422,0,0,515,2,0,1496,1411,267,10,0,674,268,832,951,"1100",493,92,0,1175,1760,92,140,19,62,200,836,187,761,962,3,4,984,0,170,0,0,0,0,0,0,52,4,701,65,0,0,0,0,0,157,1755,1133,330,343,0,0,0,70,801,"13",152,15,1,0,0,22,14,12,0,0,0,0,5,0,0,29819,22097,459,"Gandaki Province","Myagdi","Municipality ","Beni Municipality"
"419",40501,"Rural Municipality","Gandaki Province","Kaski","Madi Rural Municipality",133,219,192,192,215,190,243,84,82,196,245,20,244,2,291,0,1,214,7,0,1039,951,120,30,0,572,147,478,722,"625",628,213,3,1050,1894,216,268,7,122,46,136,14,41,57,4,1,31,0,30,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,48,288,113,100,360,1,1,8,99,1017,"25",278,0,0,0,0,7,2,1,0,0,23,23,0,0,0,10541,8981,446,"Gandaki Province","Kaski","Rural Municipality","Madi Rural Municipality"
"420",40502,"Rural Municipality","Gandaki Province","Kaski","Machhapuchchhre Rural Municipality",267,391,384,384,340,353,370,124,125,361,308,26,302,2,456,15,1,413,5,1,1663,1484,153,17,1,939,187,966,1110,"1153",554,171,1,1356,2082,172,162,7,20,34,226,18,128,150,1,0,61,3,23,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,108,414,70,230,263,0,0,0,104,1015,"25",290,0,0,0,1,12,7,3,0,0,62,62,2,0,1,10066,7502,445,"Gandaki Province","Kaski","Rural Municipality","Machhapuchchhre Rural Municipality"
"421",40503,"Rural Municipality","Gandaki Province","Kaski","Annapurna Rural Municipality",282,431,399,399,431,367,462,146,123,359,240,20,230,3,550,1,0,443,0,0,1946,1732,201,4,0,838,200,807,1043,"1007",565,76,0,1897,2538,76,80,5,58,66,209,28,114,194,0,2,55,3,43,0,0,1,0,0,0,0,0,32,0,0,0,2,1,3,90,229,93,136,236,0,0,0,112,1063,"16",166,0,0,0,0,9,4,3,0,0,48,48,0,0,0,8474,6308,444,"Gandaki Province","Kaski","Rural Municipality","Annapurna Rural Municipality"
"422",40504,"Metropolitan City","Gandaki Province","Kaski","Pokhara Lekhnath Metropolitan City",11421,7554,7462,7491,7511,6711,7960,5081,2716,3944,1580,132,1451,1173,10377,60,17,3937,113,34,21761,19694,862,106,7,7110,1056,6389,8085,"7445",2574,447,1,10698,13720,448,524,29,152,3046,16037,2095,11803,10471,13,0,13710,0,2041,0,0,0,1,2,10,155,204,2014,2585,0,0,2,45,47,1481,4863,5243,1446,3142,537,18,341,639,6385,"84",960,4153,127,39,984,439,208,202,15,7,2050,2050,21,2,74,405937,349801,447,"Gandaki Province","Kaski","Metropolitan City","Pokhara Lekhnath Metropolitan City"
"423",40505,"Rural Municipality","Gandaki Province","Kaski","Rupa Rural Municipality",134,189,174,173,174,198,219,51,43,196,210,18,207,4,282,3,0,300,0,0,1110,995,79,3,0,379,98,467,461,"565",226,124,0,880,1230,124,185,0,15,40,79,13,58,73,0,0,20,0,11,0,0,0,0,0,0,1,0,20,3,0,0,0,0,0,43,209,43,101,296,0,0,0,73,728,"15",162,0,1,0,7,10,4,1,1,0,45,45,0,0,0,6641,6049,448,"Gandaki Province","Kaski","Rural Municipality","Rupa Rural Municipality"
"424",40601,"Rural Municipality","Gandaki Province","Lamjung","Dordi Rural Municipality",183,271,276,276,268,209,248,118,87,254,85,7,83,0,368,0,0,191,5,0,1215,1070,226,12,0,610,207,611,848,"818",372,42,0,579,993,42,80,55,37,48,176,14,113,135,1,2,15,4,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,117,77,52,208,125,0,0,0,84,919,"27",318,0,0,3,4,13,3,3,0,0,0,0,0,0,0,7782,6720,416,"Gandaki Province","Lamjung","Rural Municipality","Dordi Rural Municipality"
"425",40602,"Rural Municipality","Gandaki Province","Lamjung","Marshyangdi Rural Municipality",184,266,249,249,245,251,285,96,72,254,117,10,106,1,277,2,1,124,0,0,1204,1067,140,31,0,537,160,539,708,"699",378,150,0,428,956,150,225,53,76,53,166,19,92,125,0,0,51,0,37,0,0,0,0,0,0,11,0,40,0,0,0,0,0,0,69,158,112,247,150,0,0,0,63,663,"22",254,0,0,0,7,11,4,4,0,0,4,4,1,1,0,9055,7610,420,"Gandaki Province","Lamjung","Rural Municipality","Marshyangdi Rural Municipality"
"426",40603,"Rural Municipality","Gandaki Province","Lamjung","Kwhola Sothar Rural Municipality",105,113,123,125,124,107,131,51,56,143,79,7,78,0,218,1,0,135,1,0,304,261,225,22,3,238,225,232,488,"457",368,138,2,330,838,140,201,6,59,25,113,13,76,89,10,5,46,2,53,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,66,112,41,109,156,0,0,0,66,677,"16",184,0,0,4,1,3,0,0,0,0,10,10,0,0,0,7171,5988,418,"Gandaki Province","Lamjung","Rural Municipality","Kwhola Sothar Rural Municipality"
"427",40604,"Municipality ","Gandaki Province","Lamjung","Madhya Nepal Municipality",361,473,460,460,442,438,518,247,202,505,45,4,41,11,630,11,2,415,8,2,1703,1543,227,69,0,612,308,605,908,"913",634,113,2,2078,2827,115,112,14,34,93,356,70,269,335,8,2,188,2,176,0,0,0,0,0,0,3,0,24,0,0,0,1,0,1,140,110,107,227,307,1,0,0,110,1306,"26",301,0,0,3,0,17,3,3,0,0,119,119,1,0,1,15931,12179,419,"Gandaki Province","Lamjung","Municipality ","Madhya Nepal Municipality"
"428",40605,"Municipality ","Gandaki Province","Lamjung","Bensi Shahar Municipality",1265,810,788,798,883,615,745,460,344,861,147,12,150,69,541,4,0,411,6,1,875,809,254,64,0,881,258,965,1199,"1223",418,104,4,1303,1829,108,120,114,143,363,1351,237,884,2557,3,0,1256,0,224,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,209,308,310,358,366,994,0,116,96,1060,"26",308,552,5,0,2,34,14,14,0,0,2,2,0,0,0,59104,40861,415,"Gandaki Province","Lamjung","Municipality ","Besi Shahar Municipality"
"429",40606,"Municipality ","Gandaki Province","Lamjung","Sundarbazar Municipality",360,597,568,565,481,420,489,188,176,488,116,10,115,2,741,0,0,319,0,0,3513,3235,232,8,2,330,209,393,572,"602",524,101,3,826,1454,104,81,16,41,75,263,39,216,235,1,0,56,0,41,0,0,0,0,0,0,0,0,10,0,0,0,4,1,5,115,95,184,228,263,0,0,0,105,1183,"24",325,71,0,0,0,29,12,11,0,0,179,179,0,0,0,18305,13653,422,"Gandaki Province","Lamjung","Municipality ","Sundarbazar Municipality"
"430",40607,"Municipality ","Gandaki Province","Lamjung","Rainas Municipality",196,283,299,300,273,241,277,123,105,247,48,4,44,2,417,1,1,228,3,1,902,806,172,9,0,631,174,611,812,"785",388,118,1,1105,1612,119,140,18,51,50,200,22,171,157,0,0,70,0,50,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,75,116,50,125,181,0,0,0,65,752,"19",229,0,0,1,0,11,7,6,0,0,21,21,0,0,0,8879,6424,421,"Gandaki Province","Lamjung","Municipality ","Rainas Municipality"
"431",40608,"Rural Municipality","Gandaki Province","Lamjung","Dudhapokhari Rural Municipality",132,166,164,160,167,151,178,59,55,168,84,7,84,0,202,8,0,112,0,0,265,234,185,50,0,527,230,517,762,"747",374,86,0,558,1018,86,93,55,6,39,119,15,74,90,5,0,20,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,94,31,126,94,1,0,0,53,482,"14",161,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5019,4497,417,"Gandaki Province","Lamjung","Rural Municipality","Dudhapokhari Rural Municipality"
"432",40701,"Municipality ","Gandaki Province","Tanahu","Bhanu Municipality",488,661,659,659,609,558,700,282,241,575,395,33,395,0,580,2,0,410,1,0,3178,2932,228,35,0,647,379,639,910,"1018",765,53,0,1231,2049,53,140,83,53,168,417,53,208,314,2,0,83,0,5,0,0,0,0,0,0,1,3,41,0,1,0,2,0,3,215,272,29,410,294,0,0,0,66,909,"25",294,0,0,0,4,22,21,16,0,0,0,0,0,0,0,15919,12374,425,"Gandaki Province","Tanahu","Municipality ","Bhanu Municipality"
"433",40702,"Municipality ","Gandaki Province","Tanahu","Byas Municipality",1354,1620,1561,1561,1552,1343,1553,846,722,797,561,47,552,202,2169,16,5,1271,5,1,7764,6981,144,45,1,901,178,837,1091,"1015",608,89,3,847,1547,92,251,61,61,301,1049,173,670,848,8,3,828,0,428,0,0,0,0,0,0,20,0,253,0,0,0,0,0,0,252,435,376,382,236,0,0,0,108,1297,"30",351,229,5,0,8,75,26,21,0,0,222,222,2,0,0,28028,18934,427,"Gandaki Province","Tanahu","Municipality ","Byas Municipality"
"434",40703,"Rural Municipality","Gandaki Province","Tanahu","Myagde Rural Municipality",227,289,281,281,264,207,269,62,72,244,172,14,162,1,354,0,0,113,0,0,1708,1565,52,0,0,295,63,301,347,"364",134,31,0,288,453,31,56,5,8,26,109,18,71,89,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,49,91,159,38,0,0,0,27,259,"10",112,0,0,0,2,4,2,2,0,0,0,0,0,0,0,3274,2545,430,"Gandaki Province","Tanahu","Rural Municipality","Myagde Rural Municipality"
"435",40704,"Municipality ","Gandaki Province","Tanahu","Shuklagandaki Municipality",742,992,972,972,949,806,984,341,319,845,358,30,345,21,1152,3,2,1039,10,2,4102,3803,155,71,2,966,267,959,1194,"1226",434,159,0,1077,1670,159,155,117,45,169,710,82,304,382,4,1,258,0,73,0,0,0,0,0,0,11,0,211,0,0,0,0,0,0,223,196,695,379,150,0,0,0,52,502,"16",183,0,0,0,0,48,21,17,0,0,86,86,1,0,1,14381,9900,432,"Gandaki Province","Tanahu","Municipality ","Shuklagandaki Municipality"
