"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"150",20113,"Municipality ","Province 2","Saptari","Rajbiraj Municipality",1148,1080,1042,1063,979,858,837,526,538,636,349,29,226,92,1148,145,0,436,29,3,2583,2254,586,39,0,922,532,714,1547,"1246",732,146,3,770,1651,149,133,139,48,206,1184,98,762,743,0,0,0,0,156,0,0,0,0,0,0,1,0,121,31,0,0,0,0,0,1079,2141,154,2334,872,0,0,0,108,756,"19",207,97,7,0,0,53,17,15,1,0,15,15,5,3,7,11025,9569,151,"Madhesh Province","Saptari","Municipality ","Rajbiraj Municipality"
"151",20114,"Rural Municipality","Province 2","Saptari","Mahadewa Rural Municipality",647,654,597,600,603,414,463,296,339,579,240,20,172,0,459,5,6,433,6,3,3703,3327,432,130,0,994,933,1011,1556,"1944",518,33,0,1060,1611,33,127,74,26,114,538,61,349,469,0,25,26,14,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,1,0,358,127,0,0,0,45,501,"19",205,0,0,0,0,16,0,6,0,0,41,41,0,0,1,9204,8268,150,"Madhesh Province","Saptari","Rural Municipality","Mahadewa Rural Municipality"
"152",20115,"Rural Municipality","Province 2","Saptari","Tirahut Rural Municipality",492,446,418,515,405,342,397,190,295,500,240,20,136,5,330,47,2,451,112,11,1863,1578,776,103,0,987,914,858,1866,"1772",1144,55,0,832,2031,55,121,397,183,97,381,24,209,262,9,13,170,2,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,171,105,0,0,0,45,505,"22",246,0,0,0,0,8,2,3,0,0,12,12,3,0,2,10030,7762,157,"Madhesh Province","Saptari","Rural Municipality","Tirahut Rural Municipality"
"153",20116,"Municipality ","Province 2","Saptari","Hanumannagar Kankalini Municipality",1067,1049,1045,990,1014,976,899,573,475,1105,444,37,380,44,1054,15,3,684,10,0,6486,5540,1182,350,2,1753,1669,1743,3287,"3412",1852,265,25,1565,3707,290,553,237,215,239,1244,147,1009,1108,0,1,733,0,373,0,0,0,0,0,0,10,0,97,0,0,0,0,0,0,387,184,476,1075,306,0,0,0,81,944,"34",361,0,0,5,6,27,9,9,2,0,437,437,2,3,0,23846,19459,147,"Madhesh Province","Saptari","Municipality ","Hanumannagar Kankalini Municipality"
"154",20117,"Rural Municipality","Province 2","Saptari","Tilathi Koiladi Rural Municipality",657,648,561,570,551,378,486,370,309,497,288,24,157,0,740,12,19,622,42,22,2985,2635,764,52,0,862,738,814,1678,"1552",945,96,3,845,1889,99,195,184,36,87,683,60,422,565,0,4,0,0,0,0,0,0,0,0,0,3,0,48,0,0,0,0,0,0,91,113,19,332,78,0,0,0,54,568,"18",174,0,0,0,14,10,2,5,0,0,141,141,4,0,0,13407,10784,156,"Madhesh Province","Saptari","Rural Municipality","Tilathi Koiladi Rural Municipality"
"155",20118,"Rural Municipality","Province 2","Saptari","Chhinnamasta Rural Municipality",587,621,504,504,534,402,317,213,373,429,192,16,65,0,569,0,0,243,0,0,4203,3641,405,91,0,415,520,410,911,"930",402,61,0,240,703,61,65,41,36,93,457,30,155,200,0,0,7,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,117,0,0,363,52,0,0,0,36,371,"12",133,0,0,0,0,41,9,1,0,0,14,14,4,0,3,9424,7472,145,"Madhesh Province","Saptari","Rural Municipality","Chhinnamasta Rural Municipality"
"156",20201,"Municipality ","Province 2","Siraha","Lahan Municipality",2149,2068,1884,1828,1646,1511,1522,748,1106,1490,492,41,486,501,1103,64,31,383,44,23,3918,3477,796,220,4,1755,1050,1610,2775,"2660",1462,281,0,2600,4343,281,559,441,163,456,1611,200,537,459,0,2,4827,0,192,0,0,0,0,0,0,63,33,330,572,0,0,1,0,1,343,748,358,1093,293,0,0,0,127,1412,"23",264,16,13,0,8,80,36,32,0,0,138,138,8,11,2,30436,24260,168,"Madhesh Province","Siraha","Municipality ","Lahan Municipality"
"157",20202,"Municipality ","Province 2","Siraha","Dhangadhimai Municipality",1276,1138,956,924,1031,856,868,381,670,1238,280,23,275,0,698,30,6,737,46,12,4680,3852,754,288,0,1205,764,785,2247,"1549",1333,459,3,1441,3236,462,389,389,109,211,650,91,217,1666,1,0,71,3,25,0,0,0,0,0,0,2,0,76,0,0,0,2,0,2,85,102,14,740,191,0,0,0,53,519,"14",151,0,0,0,29,46,30,26,0,0,3,3,2,3,2,13560,10336,164,"Madhesh Province","Siraha","Municipality ","Dhangadhimai Municipality"
"158",20203,"Municipality ","Province 2","Siraha","Golbazar Municipality",1633,1518,1140,1149,1226,1024,1214,516,917,1695,498,42,487,0,422,18,6,341,6,0,6235,5125,709,173,3,1620,784,1414,2505,"2198",1260,559,7,1921,3747,566,348,315,120,499,1054,142,310,720,1,1,29,0,7,0,0,0,0,0,0,9,0,191,0,0,0,2,0,2,199,23,0,845,152,0,0,0,79,912,"20",235,0,0,0,6,82,29,28,2,0,594,594,2,4,1,17491,14787,165,"Madhesh Province","Siraha","Municipality ","Golbazar Municipality"
"159",20204,"Municipality ","Province 2","Siraha","Mirchaiya Municipality",1325,1300,958,949,1102,685,893,434,749,976,347,29,346,39,762,15,2,541,22,1,6070,5284,585,167,1,988,675,959,1741,"1634",1348,192,7,1829,3376,199,237,273,246,424,1567,74,332,397,0,0,747,0,133,0,0,0,0,0,0,18,0,115,0,0,0,0,0,0,137,3,163,485,210,0,0,0,69,819,"20",221,0,0,0,10,62,15,13,0,0,34,34,1,4,4,15767,13794,170,"Madhesh Province","Siraha","Municipality ","Mirchaiya Municipality"
"160",20205,"Municipality ","Province 2","Siraha","Karjanha Municipality",1014,986,797,792,854,517,645,371,581,866,208,17,204,0,580,77,16,498,62,21,3333,3009,636,189,0,1325,745,1147,2150,"1892",1029,175,1,1555,2760,176,329,557,125,203,416,225,441,603,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,130,77,18,220,85,0,0,0,36,420,"14",150,0,0,0,0,39,13,12,0,0,20,20,9,10,5,7615,5437,167,"Madhesh Province","Siraha","Municipality ","Karjanha Municipality"
"161",20206,"Municipality ","Province 2","Siraha","Kalyanpur Municipality",1570,1518,1315,1316,1385,1128,1256,545,1114,1369,456,38,447,63,585,35,2,250,32,7,4735,4127,1294,276,4,1950,1598,1772,3524,"3370",1603,664,3,2020,4290,667,586,480,305,478,1110,157,424,547,0,17,406,0,250,0,0,0,0,0,0,8,0,55,0,0,0,1,0,1,169,43,43,482,259,0,0,0,99,1139,"24",267,0,0,3,4,31,8,8,0,0,0,0,5,2,3,21765,16403,166,"Madhesh Province","Siraha","Municipality ","Kalyanpur Municipality"
"162",20207,"Rural Municipality","Province 2","Siraha","Naraha Rural Municipality",510,498,391,390,422,273,384,149,293,481,158,13,158,0,446,8,11,296,23,26,784,662,391,39,2,602,626,568,1034,"1194",716,278,6,1270,2270,284,129,254,102,49,431,33,168,194,3,15,23,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,45,107,266,94,0,0,0,35,400,"9",107,0,0,0,2,14,8,7,0,0,0,0,0,1,0,6117,4523,171,"Madhesh Province","Siraha","Rural Municipality","Naraha Rural Municipality"
"163",20208,"Rural Municipality","Province 2","Siraha","Bishnupur Rural Municipality",558,542,489,489,530,194,457,189,352,529,157,13,157,0,352,62,37,285,47,27,2680,2385,577,96,0,857,674,752,1530,"1426",720,246,1,950,1917,247,337,167,267,99,365,32,182,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,29,0,281,80,0,0,0,36,408,"8",94,0,0,0,3,18,9,9,0,0,0,0,1,0,1,7713,6403,163,"Madhesh Province","Siraha","Rural Municipality","Bishnupur Rural Municipality"
"164",20209,"Rural Municipality","Province 2","Siraha","Arnama Rural Municipality",589,599,483,478,503,349,482,175,383,454,131,11,131,0,317,48,16,253,22,7,1355,1067,528,219,2,625,568,578,1374,"1146",1138,116,0,755,2009,116,192,174,73,121,480,27,104,348,7,0,50,0,49,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,55,18,0,162,78,0,0,0,36,415,"9",103,0,0,0,0,24,8,7,0,0,144,144,0,1,0,9964,8266,159,"Madhesh Province","Siraha","Rural Municipality","Arnama Rural Municipality"
"165",20210,"Municipality ","Province 2","Siraha","Sukhipur Municipality",997,961,739,747,740,589,663,330,666,771,223,19,223,5,801,31,14,685,49,8,3849,2844,459,227,6,1195,734,902,1887,"1636",1372,255,8,1399,3034,263,394,342,381,150,848,33,312,245,0,0,127,0,113,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,106,57,127,473,132,0,0,0,61,705,"17",196,0,0,0,0,37,10,10,1,0,2,2,1,2,2,16382,11701,175,"Madhesh Province","Siraha","Municipality ","Sukhipur Municipality"
"166",20211,"Rural Municipality","Province 2","Siraha","Laxmipur Patari Rural Municipality",647,643,502,498,530,433,569,229,435,545,164,14,161,0,348,29,24,305,31,60,3445,3110,486,260,0,910,585,875,1656,"1460",823,94,7,1157,2081,101,307,207,286,143,479,44,191,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,62,44,0,352,72,0,0,0,52,474,"14",139,0,0,0,0,27,9,8,0,0,0,0,1,4,3,8387,5447,169,"Madhesh Province","Siraha","Rural Municipality","Laxmipur Patari Rural Municipality"
"167",20212,"Rural Municipality","Province 2","Siraha","Sakhuwa Nankarkatti Rural Municipality",432,442,342,363,381,131,334,165,237,516,206,17,201,4,333,4,0,166,7,5,1017,895,413,305,14,667,604,682,1399,"1286",423,280,5,961,1669,285,125,312,27,89,252,33,206,210,8,1,39,9,54,0,0,0,0,0,0,6,0,45,0,0,0,0,0,0,82,43,0,212,102,0,0,0,41,530,"14",155,0,0,0,4,11,5,2,0,0,0,0,2,1,2,5215,4163,173,"Madhesh Province","Siraha","Rural Municipality","Sakhuwa Nankarkatti Rural Municipality"
"168",20213,"Rural Municipality","Province 2","Siraha","Bhagawanpur Rural Municipality",409,397,245,238,320,204,267,165,267,157,166,14,165,0,184,14,6,60,11,16,825,618,354,47,0,602,482,562,1003,"1044",496,90,0,719,1305,90,293,99,5,157,409,51,85,121,0,0,40,0,1,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,71,88,0,155,102,0,0,0,27,319,"9",105,0,0,0,1,23,11,9,1,0,220,220,4,0,1,8878,7196,162,"Madhesh Province","Siraha","Rural Municipality","Bhagawanpur Rural Municipality"
"169",20214,"Rural Municipality","Province 2","Siraha","Nawarajpur Rural Municipality",428,403,311,311,234,167,220,117,234,194,147,12,137,28,203,11,22,263,12,24,1861,1119,49,134,1,486,179,447,670,"626",292,225,1,791,1309,226,185,120,79,105,313,18,66,38,0,0,108,1,5,0,0,0,0,0,0,1,0,35,0,0,0,2,0,2,47,13,0,138,68,0,0,0,25,285,"9",83,0,0,0,0,6,8,9,0,0,9,9,0,0,0,5046,4875,172,"Madhesh Province","Siraha","Rural Municipality","Nawarajpur Rural Municipality"
"170",20215,"Rural Municipality","Province 2","Siraha","Bariyarpatti Rural Municipality",685,603,437,438,463,299,437,260,366,470,219,18,219,0,285,14,1,343,15,0,1298,1160,463,179,0,1570,624,1570,2212,"2194",967,176,0,1915,3058,176,480,376,111,220,444,111,236,247,3,0,103,12,22,0,0,0,0,0,0,3,0,101,0,0,0,0,0,0,137,486,427,820,113,1,0,0,44,540,"14",159,0,0,0,0,16,6,6,0,0,0,0,3,0,1,8122,6592,161,"Madhesh Province","Siraha","Rural Municipality","Bariyarpatti Rural Municipality"
"171",20216,"Rural Municipality","Province 2","Siraha","Aurahi Rural Municipality",577,566,459,448,448,343,415,180,340,399,165,14,163,5,460,21,1,223,11,0,2034,1715,386,220,0,654,547,546,1260,"1093",754,183,1,827,1765,184,296,332,136,239,478,65,194,407,0,0,218,0,136,0,0,0,0,0,0,2,0,56,0,0,0,0,0,0,91,66,10,530,131,0,0,0,43,525,"13",148,0,0,0,7,19,7,7,0,0,26,26,0,0,0,12310,10165,160,"Madhesh Province","Siraha","Rural Municipality","Aurahi Rural Municipality"
"172",20217,"Municipality ","Province 2","Siraha","Siraha Municipality",2224,2040,1736,1738,1898,1025,1275,584,1151,1601,938,78,931,18,949,59,4,518,71,7,4744,4235,896,506,1,2097,1479,1521,3500,"3000",1444,260,0,2485,4189,260,569,295,115,344,1272,89,399,4272,167,7,264,1,10,0,0,0,0,0,0,5,0,51,1,0,0,2,1,3,230,105,6,647,295,0,0,0,143,1397,"32",379,1,1,0,46,39,9,8,0,0,0,0,4,2,18,29222,25736,174,"Madhesh Province","Siraha","Municipality ","Siraha Municipality"
"173",20301,"Municipality ","Province 2","Dhunasa","Ganeshman Charnath Municipality",792,994,848,849,738,331,635,308,689,355,157,13,145,0,532,9,0,491,1,4,4993,4108,601,123,7,1066,658,924,1797,"1582",842,78,0,1227,2147,78,55,76,41,320,759,42,118,285,0,16,67,74,88,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,78,0,0,269,69,0,0,0,34,432,"11",119,0,0,0,2,37,17,16,2,0,866,866,4,1,1,8799,7779,182,"Madhesh Province","Dhunasa","Municipality ","Ganeshman Charnath Municipality"
"174",20302,"Municipality ","Province 2","Dhunasa","Dhanushadham Municipality",1234,1179,773,816,884,445,757,384,755,746,181,15,160,1,818,40,33,505,71,18,4699,3978,289,22,0,649,359,497,960,"856",376,167,14,840,1397,181,164,35,53,261,733,66,207,273,0,0,14,0,2,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,151,5,173,482,78,0,0,0,36,354,"18",115,0,0,0,6,59,24,18,1,0,320,320,3,5,8,9250,7067,181,"Madhesh Province","Dhunasa","Municipality ","Dhanushadham Municipality"
"175",20303,"Municipality ","Province 2","Dhunasa","Mithila Municipality",1067,1068,964,976,914,862,849,579,688,2088,245,20,233,0,769,90,46,732,89,81,2086,1721,384,78,1,870,428,837,1333,"1265",828,221,2,817,1868,223,486,459,33,257,840,73,237,1358,0,8,198,1,217,0,0,0,0,0,0,6,0,46,0,0,0,0,0,0,206,15,2,463,218,0,0,0,53,586,"15",153,0,0,0,7,41,41,36,1,0,1393,1393,164,247,3831,34858,34855,188,"Madhesh Province","Dhunasa","Municipality ","Mithila Municipality"
"176",20304,"Rural Municipality","Province 2","Dhunasa","Bateshwor Rural Municipality",524,484,424,419,433,287,350,133,294,273,145,12,134,0,179,1,1,186,1,0,648,101,176,20,0,640,185,601,836,"786",189,92,1,567,849,93,66,101,5,97,301,21,167,190,0,3,0,33,26,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,96,0,0,272,112,0,0,0,32,395,"10",101,0,0,0,0,29,11,11,0,0,0,0,0,0,0,5093,4613,177,"Madhesh Province","Dhunasa","Rural Municipality","Bateshwor Rural Municipality"
"177",20305,"Municipality ","Province 2","Dhunasa","Chhireshwornath Municipality",1078,1034,940,946,919,462,802,392,559,642,72,6,66,0,634,9,12,367,0,0,5925,5177,382,8,0,635,391,630,1025,"1021",706,80,9,950,1745,89,122,88,31,185,744,26,209,244,0,32,26,30,89,0,0,0,0,0,0,11,0,82,0,0,0,0,0,0,22,128,84,239,69,0,0,0,33,404,"12",120,0,0,0,0,60,17,12,0,0,246,246,8,5,12,10810,8713,179,"Madhesh Province","Dhunasa","Municipality ","Chhireshwornath Municipality"
"178",20306,"Rural Municipality","Province 2","Dhunasa","Laxminiya Rural Municipality",850,751,593,579,661,586,655,410,456,614,149,12,143,3,555,22,1,802,80,0,4695,3770,466,247,17,716,609,573,1446,"1182",811,126,14,1121,2072,140,198,87,49,244,357,87,189,194,0,6,2,0,58,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,96,0,0,251,247,0,0,0,35,422,"12",134,0,0,0,0,27,12,12,0,0,5,5,2,26,2,9197,6962,187,"Madhesh Province","Dhunasa","Rural Municipality","Laxminiya Rural Municipality"
"179",20307,"Municipality ","Province 2","Dhunasa","Mithila Bihari Municipality",814,825,695,718,415,119,390,229,479,105,147,12,116,6,522,22,0,585,28,1,956,860,265,81,0,187,450,202,533,"652",463,66,1,335,865,67,41,64,37,112,643,11,158,163,0,9,11,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,185,191,0,0,0,38,392,"23",217,0,0,0,5,20,16,12,0,0,0,0,2,1,0,7485,6477,189,"Madhesh Province","Dhunasa","Municipality ","Mithila Bihari Municipality"
"180",20308,"Municipality ","Province 2","Dhunasa","Hansapur Municipality",1285,1155,949,987,1041,712,1149,442,541,682,372,31,350,8,669,23,2,822,59,11,4225,2482,547,171,6,1234,940,1075,1958,"2015",816,376,5,2059,3256,381,173,493,55,139,851,26,138,156,11,14,34,41,140,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,88,0,0,295,160,0,0,0,81,694,"28",256,0,0,7,2,31,4,2,0,0,0,0,5,3,4,11691,9506,183,"Madhesh Province","Dhunasa","Municipality ","Hansapur Municipality"
"181",20309,"Municipality ","Province 2","Dhunasa","Sabaila Municipality",1813,1692,1178,1147,1309,971,1360,576,991,710,266,22,237,7,730,22,1,541,47,2,7275,6039,892,255,9,731,1019,706,1887,"1725",1254,303,13,884,2454,316,505,434,224,406,911,41,208,400,0,35,36,0,38,0,0,7,0,0,0,4,0,5,0,0,0,13,0,13,115,12,1,309,221,0,0,0,67,679,"22",200,0,0,0,8,47,20,20,5,0,410,410,4,21,4,18244,15051,192,"Madhesh Province","Dhunasa","Municipality ","Sabaila Municipality"
"182",20310,"Municipality ","Province 2","Dhunasa","Shahidnagar Municipality",1293,1192,875,872,968,786,1136,437,728,827,370,31,308,26,468,31,15,478,88,7,3196,2885,789,253,7,1086,909,846,2135,"1755",1440,289,18,1364,3111,307,296,84,72,476,1078,116,223,351,0,54,642,22,170,0,0,0,0,0,0,2,0,79,0,0,0,0,0,0,131,28,38,216,228,0,0,0,79,1823,"27",250,0,0,0,53,22,6,7,4,0,87,87,4,2,0,15157,11994,193,"Madhesh Province","Dhunasa","Municipality ","Shahidnagar Municipality"
"183",20311,"Municipality ","Province 2","Dhunasa","Kamala Municipality",1029,912,795,841,913,459,852,418,625,485,277,23,247,11,257,29,22,243,16,1,5925,5384,553,154,6,730,559,982,1443,"1541",737,192,0,1087,2016,192,126,65,32,234,491,58,76,189,1,121,2,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,105,64,0,0,0,50,470,"15",127,0,0,0,6,20,7,5,0,0,0,0,1,8,2,7262,6459,186,"Madhesh Province","Dhunasa","Municipality ","Kamala Municipality"
"184",20312,"Rural Municipality","Province 2","Dhunasa","Janak Nandini Rural Municipality",625,667,491,503,580,380,544,285,539,424,210,18,151,0,488,36,17,458,103,55,1931,1711,592,200,12,945,814,884,1749,"1698",974,169,0,1033,2176,169,311,265,49,160,480,24,99,136,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,70,0,0,196,91,0,0,0,47,585,"14",126,0,0,0,13,24,7,32,0,0,0,0,3,1,4,11208,8692,184,"Madhesh Province","Dhunasa","Rural Municipality","Janak Nandini Rural Municipality"
"185",20313,"Municipality ","Province 2","Dhunasa","Bideha Municipality",616,672,540,581,594,382,657,282,566,935,234,20,216,0,497,23,6,434,17,2,1105,879,628,220,0,1049,785,902,1897,"1687",776,272,7,1030,2085,279,72,131,47,188,484,19,53,541,1,151,12,12,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,302,107,0,0,0,49,560,"17",188,0,0,0,12,20,7,4,0,0,0,0,3,2,2,10731,8501,178,"Madhesh Province","Dhunasa","Municipality ","Bideha Municipality"
"186",20314,"Rural Municipality","Province 2","Dhunasa","Aurahi Rural Municipality",673,672,531,545,589,409,484,354,240,777,234,20,171,0,227,1,0,301,2,0,1652,767,246,106,0,643,321,384,995,"705",674,232,0,714,1620,232,411,192,33,158,431,22,50,26,6,20,5,2,21,0,0,0,0,0,0,0,0,30,0,0,0,3,0,3,25,0,0,98,116,0,0,0,34,339,"15",110,0,0,0,0,13,5,1,0,0,23,23,1,2,2,8648,7865,176,"Madhesh Province","Dhunasa","Rural Municipality","Aurahi Rural Municipality"
"187",20315,"Sub-Metropolitan City","Province 2","Dhunasa","Janakpur Sub-Metropolitan City",1766,1525,1318,1315,1401,1281,1414,545,954,1274,381,32,331,2,1073,18,2,871,26,10,6229,5744,975,168,3,1890,966,1754,3036,"2720",1764,242,5,2157,4168,247,332,163,147,356,1035,85,182,327,0,24,85,45,117,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,226,7,3,686,180,0,0,0,87,828,"28",236,0,0,0,0,56,24,21,1,0,1,1,4,8,13,18552,14911,185,"Madhesh Province","Dhunasa","Sub-Metropolitan City","Janakpur Sub-Metropolitan City"
"188",20316,"Rural Municipality","Province 2","Dhunasa","Dhanauji Rural Municipality",591,559,467,472,473,372,528,258,349,150,120,10,111,0,682,6,1,1425,25,0,1401,1241,287,83,3,448,788,549,821,"1337",571,248,0,1083,1902,248,219,198,72,155,371,35,102,199,5,71,8,93,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,160,56,0,0,0,35,399,"17",181,0,0,0,3,36,3,3,0,0,12,12,1,1,1,5940,5035,180,"Madhesh Province","Dhunasa","Rural Municipality","Dhanauji Rural Municipality"
"189",20317,"Municipality ","Province 2","Dhunasa","Nagarain Municipality",791,730,600,585,486,309,572,312,375,161,265,22,260,3,367,4,1,252,10,1,3001,2515,802,73,0,792,2654,605,1667,"3259",972,199,0,927,2098,199,112,102,31,138,527,50,118,623,0,8,53,29,36,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,52,0,0,203,145,0,0,0,40,460,"15",161,0,0,0,5,37,19,17,1,1,162,162,8,28,37,9473,7005,191,"Madhesh Province","Dhunasa","Municipality ","Nagarain Municipality"
"190",20318,"Rural Municipality","Province 2","Dhunasa","Mukhiyapatti Musaharmiya Rural Municipality",612,558,476,475,340,160,396,202,333,341,163,14,163,0,710,3,1,135,1,4,746,669,126,45,0,599,307,945,770,"1252",602,93,0,831,1526,93,24,34,4,41,242,1,30,70,0,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,165,49,0,0,0,33,340,"14",158,0,0,0,0,15,13,12,0,0,0,0,2,4,2,7006,6766,190,"Madhesh Province","Dhunasa","Rural Municipality","Mukhiyapatti Musaharmiya Rural Municipality"
