"","Code","fid","Governance.Units","Provinces","Districts","Name.of.Government.Unit","Hospital","Primary.Health.Care.Centers","Health.Post","Urban.Health.Centers","Community.Health.Unit","Other.Health.Facilities","Total","Non.public.health.facilities","Total.health.facilities..Public.and.Non.Public.","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"304",30506,307,"Rural Municipality","Bagmati Province","Nuwakot","Meghang Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"305",30510,308,"Rural Municipality","Bagmati Province","Nuwakot","Panchakanya Rural Municipality",0,0,4,0,1,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"306",30511,309,"Rural Municipality","Bagmati Province","Nuwakot","Shivapuri Rural Municipality",0,0,8,0,2,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"307",30503,310,"Rural Municipality","Bagmati Province","Nuwakot","Suryagadhi Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"308",30502,311,"Rural Municipality","Bagmati Province","Nuwakot","Tadi Rural Municipality",0,1,3,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"309",30507,312,"Rural Municipality","Bagmati Province","Nuwakot","Tarakeshwor Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"310",30301,315,"Rural Municipality","Bagmati Province","Rasuwa","Gosaikunda Rural Municipality",1,0,6,0,0,1,8,2,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"311",30304,316,"Rural Municipality","Bagmati Province","Rasuwa","Kalika Rural Municipality",0,1,1,0,2,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"312",30305,317,"Rural Municipality","Bagmati Province","Rasuwa","Naukunda Rural Municipality",0,0,3,0,3,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"313",30302,318,"Rural Municipality","Bagmati Province","Rasuwa","Parbatikunda Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"314",30303,319,"Rural Municipality","Bagmati Province","Rasuwa","Uttargaya Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"315",30409,320,"Rural Municipality","Bagmati Province","Dhading","Benighat Rorang Rural Municipality",0,0,4,0,4,0,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"316",30413,321,"Municipality ","Bagmati Province","Dhading","Dhunibenshi Municipality",0,0,3,0,0,0,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"317",30410,322,"Rural Municipality","Bagmati Province","Dhading","Gajuri Rural Municipality",0,1,2,0,0,0,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"318",30411,323,"Rural Municipality","Bagmati Province","Dhading","Galchhi Rural Municipality",0,0,3,0,0,0,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"319",30403,324,"Rural Municipality","Bagmati Province","Dhading","Ganga Jamuna Rural Municipality",0,0,5,0,4,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"320",30407,325,"Rural Municipality","Bagmati Province","Dhading","Jwalamukhi Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"321",30402,326,"Rural Municipality","Bagmati Province","Dhading","Khaniyabas Rural Municipality",0,0,3,0,0,0,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"322",30405,327,"Rural Municipality","Bagmati Province","Dhading","Netrawati Rural Municipality",0,0,3,0,3,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"323",30406,328,"Municipality ","Bagmati Province","Dhading","Nilkhantha Municipality",1,0,7,1,2,1,12,5,17,NA,NA,NA,NA,NA,NA,NA,NA,""
"324",30401,329,"Rural Municipality","Bagmati Province","Dhading","Rubi Valley Rural Municipality",0,0,3,0,1,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"325",30408,330,"Rural Municipality","Bagmati Province","Dhading","Siddhalek Rural Municipality",0,0,3,0,0,0,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"326",30412,331,"Rural Municipality","Bagmati Province","Dhading","Thakre Rural Municipality",0,0,5,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"327",30404,332,"Rural Municipality","Bagmati Province","Dhading","Tripurasundari Rural Municipality",0,1,4,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"328",31210,333,"Rural Municipality","Bagmati Province","Makwanpur","Bagmati Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"329",31209,334,"Rural Municipality","Bagmati Province","Makwanpur","Bakaiya Rural Municipality",0,1,4,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"330",31207,335,"Rural Municipality","Bagmati Province","Makwanpur","Bhimphedi Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"331",31206,336,"Sub-Metropolitan City","Bagmati Province","Makwanpur","Hetauda Sub-Metropolitan City",1,0,6,4,0,1,12,14,26,NA,NA,NA,NA,NA,NA,NA,NA,""
"332",31201,337,"Rural Municipality","Bagmati Province","Makwanpur","Indrasarowar Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"333",31203,338,"Rural Municipality","Bagmati Province","Makwanpur","Kailash Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"334",31208,339,"Rural Municipality","Bagmati Province","Makwanpur","Makawanpurgadhi Rural Municipality",0,0,4,0,4,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"335",31205,340,"Rural Municipality","Bagmati Province","Makwanpur","Manahari Rural Municipality",0,1,1,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"336",31204,341,"Rural Municipality","Bagmati Province","Makwanpur","Raksirang Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"337",31202,342,"Municipality ","Bagmati Province","Makwanpur","Thaha Municipality",0,1,6,2,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"338",20611,345,"Municipality ","Madhesh Province","Rautahat","Boudhimai Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"339",20605,346,"Municipality ","Madhesh Province","Rautahat","Brindaban Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"340",20601,347,"Municipality ","Madhesh Province","Rautahat","Chandrapur Municipality",1,0,4,0,0,0,5,3,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"341",20609,348,"Municipality ","Madhesh Province","Rautahat","Dewahi Gonahi Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"342",20615,349,"Rural Municipality","Madhesh Province","Rautahat","Durga Bhagawati Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"343",20606,350,"Municipality ","Madhesh Province","Rautahat","Gadhimai Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"344",20608,351,"Municipality ","Madhesh Province","Rautahat","Garuda Municipality",0,0,9,0,0,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"345",20617,352,"Municipality ","Madhesh Province","Rautahat","Gaur Municipality",1,0,1,0,0,0,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"346",20602,353,"Municipality ","Madhesh Province","Rautahat","Gujara Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"347",20618,354,"Municipality ","Madhesh Province","Rautahat","Ishanath Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"348",20604,355,"Municipality ","Madhesh Province","Rautahat","Katahariya Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"349",20607,356,"Municipality ","Madhesh Province","Rautahat","Madhav Narayan Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"350",20610,357,"Municipality ","Madhesh Province","Rautahat","Maulapur Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"351",20612,358,"Municipality ","Madhesh Province","Rautahat","Paroha Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"352",20603,359,"Municipality ","Madhesh Province","Rautahat","Phatuwa Bijayapur Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"353",20616,360,"Municipality ","Madhesh Province","Rautahat","Rajdevi Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"354",20613,361,"Municipality ","Madhesh Province","Rautahat","Rajpur Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"355",20614,362,"Rural Municipality","Madhesh Province","Rautahat","Yamunamai Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"356",20711,363,"Rural Municipality","Madhesh Province","Bara","Aadarsha Kotwal Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"357",20710,364,"Rural Municipality","Madhesh Province","Bara","Baragadhi Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"358",20706,365,"Rural Municipality","Madhesh Province","Bara","Bishrampur Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"359",20715,366,"Rural Municipality","Madhesh Province","Bara","Devtal Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"360",20703,367,"Sub-Metropolitan City","Madhesh Province","Bara","Jitpur Simara Sub-Metropolitan City",0,1,8,0,1,0,10,5,15,NA,NA,NA,NA,NA,NA,NA,NA,""
"361",20708,368,"Sub-Metropolitan City","Madhesh Province","Bara","Kalaiya Sub-Metropolitan City",1,0,13,1,0,1,16,12,28,NA,NA,NA,NA,NA,NA,NA,NA,""
"362",20709,369,"Rural Municipality","Madhesh Province","Bara","Karaiyamai Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"363",20702,370,"Municipality ","Madhesh Province","Bara","Kolhabi Municipality",0,1,6,1,1,0,9,2,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"364",20714,371,"Municipality ","Madhesh Province","Bara","Mahagadhimai Municipality",0,1,8,1,1,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"365",20701,372,"Municipality ","Madhesh Province","Bara","Nijagadh Municipality",0,1,3,1,0,0,5,3,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"366",20713,373,"Municipality ","Madhesh Province","Bara","Pacharauta Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"367",20704,374,"Rural Municipality","Madhesh Province","Bara","Parawanipur Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"368",20707,375,"Rural Municipality","Madhesh Province","Bara","Pheta Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"369",20705,376,"Rural Municipality","Madhesh Province","Bara","Prasauni Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"370",20712,377,"Municipality ","Madhesh Province","Bara","Simroungadh Municipality",0,0,8,1,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"371",20716,378,"Rural Municipality","Madhesh Province","Bara","Subarna Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"372",20808,380,"Municipality ","Madhesh Province","Parsa","Bahudarmai Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"373",20814,381,"Rural Municipality","Madhesh Province","Parsa","Bindabasini Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"374",20807,382,"Metropolitan City","Madhesh Province","Parsa","Birgunj Metropolitan City",1,1,16,4,0,1,23,34,57,NA,NA,NA,NA,NA,NA,NA,NA,""
"375",20812,383,"Rural Municipality","Madhesh Province","Parsa","Chhipaharmai Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"376",20811,384,"Rural Municipality","Madhesh Province","Parsa","Dhobini Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"377",20803,385,"Rural Municipality","Madhesh Province","Parsa","Jagarnathpur Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"378",20802,386,"Rural Municipality","Madhesh Province","Parsa","Jirabhawani Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"379",20810,387,"Rural Municipality","Madhesh Province","Parsa","Kalikamai Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"380",20813,388,"Rural Municipality","Madhesh Province","Parsa","Pakaha Mainpur Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"381",20806,389,"Municipality ","Madhesh Province","Parsa","Parsagadhi Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"382",20804,390,"Rural Municipality","Madhesh Province","Parsa","Paterwa Sugauli Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"383",20809,391,"Municipality ","Madhesh Province","Parsa","Pokhariya Municipality",1,0,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"384",20805,392,"Rural Municipality","Madhesh Province","Parsa","Sakhuwa Prasauni Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"385",20801,393,"Rural Municipality","Madhesh Province","Parsa","Thori Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"386",31304,396,"Metropolitan City","Bagmati Province","Chitwan","Bharatpur Metropolitan City",2,1,13,8,1,1,26,62,88,NA,NA,NA,NA,NA,NA,NA,NA,""
"387",31303,397,"Rural Municipality","Bagmati Province","Chitwan","Ichchha Kamana Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"388",31302,398,"Municipality ","Bagmati Province","Chitwan","Kalika Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"389",31306,399,"Municipality ","Bagmati Province","Chitwan","Khairahani Municipality",0,1,3,0,0,0,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"390",31307,400,"Municipality ","Bagmati Province","Chitwan","Madi Municipality",1,0,3,4,1,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"391",31301,401,"Municipality ","Bagmati Province","Chitwan","Rapti Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"392",31305,402,"Municipality ","Bagmati Province","Chitwan","Ratnanagar Municipality",1,0,3,3,1,0,8,5,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"393",40105,404,"Rural Municipality","Gandaki Province","Gorkha","Aarughat Rural Municipality",0,1,4,0,0,0,5,2,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"394",40102,405,"Rural Municipality","Gandaki Province","Gorkha","Ajirkot Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"395",40106,406,"Rural Municipality","Gandaki Province","Gorkha","Bhimsen Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"396",40101,407,"Rural Municipality","Gandaki Province","Gorkha","Chumanubri Rural Municipality",0,0,7,0,0,0,7,2,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"397",40104,408,"Rural Municipality","Gandaki Province","Gorkha","Dharche Rural Municipality",0,0,7,0,0,3,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"398",40111,409,"Rural Municipality","Gandaki Province","Gorkha","Gandaki Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"399",40109,410,"Municipality ","Gandaki Province","Gorkha","Gorkha Municipality",1,0,6,3,0,1,11,3,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"400",40108,411,"Municipality ","Gandaki Province","Gorkha","Palungtar Municipality",0,0,7,0,0,0,7,3,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"401",40110,412,"Rural Municipality","Gandaki Province","Gorkha","Shahid Lakhan Rural Municipality",0,0,6,0,0,1,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"402",40107,413,"Rural Municipality","Gandaki Province","Gorkha","Siranchowk Rural Municipality",0,1,6,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"403",40103,414,"Rural Municipality","Gandaki Province","Gorkha","Sulikot Rural Municipality",0,0,7,0,0,1,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"404",40605,415,"Municipality ","Gandaki Province","Lamjung","Besi Shahar Municipality",1,0,7,3,2,0,13,11,24,NA,NA,NA,NA,NA,NA,NA,NA,""
"405",40601,416,"Rural Municipality","Gandaki Province","Lamjung","Dordi Rural Municipality",0,0,9,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"406",40608,417,"Rural Municipality","Gandaki Province","Lamjung","Dudhapokhari Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"407",40603,418,"Rural Municipality","Gandaki Province","Lamjung","Kwhola Sothar Rural Municipality",0,0,7,0,3,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"408",40602,420,"Rural Municipality","Gandaki Province","Lamjung","Marshyangdi Rural Municipality",0,0,7,0,5,0,12,0,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"409",40604,419,"Municipality ","Gandaki Province","Lamjung","Madhya Nepal Municipality",0,0,10,3,1,0,14,1,15,NA,NA,NA,NA,NA,NA,NA,NA,""
"410",40607,421,"Municipality ","Gandaki Province","Lamjung","Rainas Municipality",0,0,6,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"411",40606,422,"Municipality ","Gandaki Province","Lamjung","Sundarbazar Municipality",1,1,8,2,0,0,12,4,16,NA,NA,NA,NA,NA,NA,NA,NA,""
"412",40710,423,"Rural Municipality","Gandaki Province","Tanahu","Aanbu Khaireni Rural Municipality",0,0,3,0,0,0,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"413",40709,424,"Rural Municipality","Gandaki Province","Tanahu","Bandipur Rural Municipality",1,0,1,1,1,0,4,2,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"414",40701,425,"Municipality ","Gandaki Province","Tanahu","Bhanu Municipality",0,1,6,0,2,0,9,3,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"415",40705,426,"Municipality ","Gandaki Province","Tanahu","Bhimad Municipality",0,1,4,0,3,0,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"416",40702,427,"Municipality ","Gandaki Province","Tanahu","Byas Municipality",1,0,10,4,0,0,15,9,24,NA,NA,NA,NA,NA,NA,NA,NA,""
"417",40708,428,"Rural Municipality","Gandaki Province","Tanahu","Devghat Rural Municipality",0,0,5,0,1,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"418",40706,429,"Rural Municipality","Gandaki Province","Tanahu","Ghiring Rural Municipality",0,0,3,0,2,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"419",40703,430,"Rural Municipality","Gandaki Province","Tanahu","Myagde Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"420",40707,431,"Rural Municipality","Gandaki Province","Tanahu","Rhishing Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"421",40704,432,"Municipality ","Gandaki Province","Tanahu","Shuklagandaki Municipality",1,0,6,3,1,0,11,6,17,NA,NA,NA,NA,NA,NA,NA,NA,""
"422",40903,433,"Rural Municipality","Gandaki Province","Syangja","Aandhikhola Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"423",40904,434,"Rural Municipality","Gandaki Province","Syangja","Arjun Choupari Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"424",40905,435,"Municipality ","Gandaki Province","Syangja","Bhirkot Municipaity",0,0,6,0,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"425",40906,436,"Rural Municipality","Gandaki Province","Syangja","Biruwa Rural Municipality",0,0,6,0,2,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"426",40908,437,"Municipality ","Gandaki Province","Syangja","Chapakot Municipality",1,0,5,1,2,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"427",40910,438,"Municipality ","Gandaki Province","Syangja","Galyang Municipality",0,1,8,0,0,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"428",40907,439,"Rural Municipality","Gandaki Province","Syangja","Harinas Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"429",40911,440,"Rural Municipality","Gandaki Province","Syangja","Kaligandaki Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"430",40902,441,"Rural Municipality","Gandaki Province","Syangja","Phedikhola Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"431",40901,442,"Municipality ","Gandaki Province","Syangja","Putalibazar Municipality",1,0,10,2,0,0,13,1,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"432",40909,443,"Municipality ","Gandaki Province","Syangja","Walling Municipality",0,1,9,7,0,0,17,0,17,NA,NA,NA,NA,NA,NA,NA,NA,""
"433",40503,444,"Rural Municipality","Gandaki Province","Kaski","Annapurna Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"434",40502,445,"Rural Municipality","Gandaki Province","Kaski","Machhapuchchhre Rural Municipality",0,1,7,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"435",40501,446,"Rural Municipality","Gandaki Province","Kaski","Madi Rural Municipality",0,1,7,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"436",40504,447,"Metropolitan City","Gandaki Province","Kaski","Pokhara Lekhnath Metropolitan City",2,2,21,18,0,3,46,21,67,NA,NA,NA,NA,NA,NA,NA,NA,""
"437",40505,448,"Rural Municipality","Gandaki Province","Kaski","Rupa Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"438",40203,449,"Rural Municipality","Gandaki Province","Manang","Chame Rural Municipality",1,0,1,0,0,0,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"439",40201,450,"Rural Municipality","Gandaki Province","Manang","Naraphu Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"440",40204,451,"Rural Municipality","Gandaki Province","Manang","Nashong Rural Municipality",0,0,3,0,1,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"441",40202,452,"Rural Municipality","Gandaki Province","Manang","Neshang Rural Municipality",0,0,7,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"442",40303,453,"Rural Municipality","Gandaki Province","Mustang","Bahragaun Muktikshetra Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"443",40301,454,"Rural Municipality","Gandaki Province","Mustang","Dalome Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"444",40302,455,"Rural Municipality","Gandaki Province","Mustang","Gharpajhong Rural Municipality",1,0,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"445",40304,456,"Rural Municipality","Gandaki Province","Mustang","Lomanthang Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"446",40305,457,"Rural Municipality","Gandaki Province","Mustang","Thasang Rural Municipality",0,1,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"447",40401,458,"Rural Municipality","Gandaki Province","Myagdi","Annapurna Rural Municipality",0,0,8,0,1,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"448",40406,459,"Municipality ","Gandaki Province","Myagdi","Beni Municipality",1,0,7,0,3,1,12,1,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"449",40403,460,"Rural Municipality","Gandaki Province","Myagdi","Dhawalagiri Rural Municipality",0,0,7,0,2,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"450",40404,461,"Rural Municipality","Gandaki Province","Myagdi","Malika Rural Municipality",0,1,5,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"451",40405,462,"Rural Municipality","Gandaki Province","Myagdi","Mangala Rural Municipality",0,0,4,0,3,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"452",40402,463,"Rural Municipality","Gandaki Province","Myagdi","Raghuganga Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"453",41006,465,"Rural Municipality","Gandaki Province","Parbat","Bihadi Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"454",41002,466,"Rural Municipality","Gandaki Province","Parbat","Jaljala Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"455",41003,467,"Municipality ","Gandaki Province","Parbat","Kushma Municipality",1,1,9,0,0,1,12,3,15,NA,NA,NA,NA,NA,NA,NA,NA,""
"456",41005,468,"Rural Municipality","Gandaki Province","Parbat","Mahashila Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"457",41001,469,"Rural Municipality","Gandaki Province","Parbat","Modi Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"458",41007,470,"Rural Municipality","Gandaki Province","Parbat","Paiyu Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"459",41004,471,"Municipality ","Gandaki Province","Parbat","Phalebas Municipality",0,0,11,0,0,0,11,1,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"460",41107,472,"Rural Municipality","Gandaki Province","Baglung","Badigad Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"461",41101,473,"Municipality ","Gandaki Province","Baglung","Baglung Municipality",1,0,10,4,0,1,16,4,20,NA,NA,NA,NA,NA,NA,NA,NA,""
"462",41109,474,"Rural Municipality","Gandaki Province","Baglung","Bareng Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
